Store_Name,Store_Type,Address,Address_Line__2,City,State,Zip5,Zip4,County,Longitude,Latitude,X,Y,ObjectId,unique_ID,current_partner,potential_partner
Fairplay Foursome Foods,NA,4640 S Halsted St,NA,Chicago,IL,60609,4467,COOK,-87.645638,41.809929,-87.645638,41.809929,150399,464060609,No,NA
Speedway 8799,Convenience Store,6800 S Archer Rd,NA,Summit Argo,IL,60501,2079,COOK,-87.819382,41.769108,-87.819382,41.769108,150404,680060501,No,Unqualified
Casey's General Store 1338,Convenience Store,701 S Ottawa St,NA,Earlville,IL,60518,8003,LA SALLE,-88.921104,41.585133,-88.921104,41.585133,150484,70160518,No,Unqualified
Target Store 1903,Large Grocery Chain,28201 Diehl Rd,NA,Warrenville,IL,60555,3934,DU PAGE,-88.168808,41.801716,-88.168808,41.801716,150540,2820160555,No,Potential Partner
WALGREENS  5829,Convenience Store,2100 Sheridan Rd,NA,Zion,IL,60099,2327,LAKE,-87.825317,42.455902,-87.825317,42.455902,150589,210060099,No,Unqualified
Casey's General Store 2927,Convenience Store,207 S Center St,NA,Forrest,IL,61741,NA,LIVINGSTON,-88.410538,40.748768,-88.410538,40.748768,150635,20761741,No,Unqualified
7-Eleven 30126,Convenience Store,900 S. Arlington Hts Rd,NA,Elk Grove Villiage,IL,60007,NA,COOK,-88.003769,42.003124,-88.003769,42.003124,150640,90060007,No,Unqualified
Sky Food Mart Inc,Food Market,540 E Walnut St,NA,Watseka,IL,60970,1457,IROQUOIS,-87.726006,40.776386,-87.726006,40.776386,150641,54060970,No,Potential Partner
ALDI 68014,Large Grocery Chain,734 E Boughton Rd,NA,Bolingbrook,IL,60440,2279,WILL,-88.037079,41.725117,-88.037079,41.725117,150685,73460440,No,Potential Partner
7-eleven #29910f #29910F,Convenience Store,398 S Schmidt Rd,NA,Bolingbrook,IL,60440,9402,WILL,-88.086655,41.691315,-88.086655,41.691315,150686,39860440,No,Unqualified
Ser-u Ghana Market,NA,431L N Bolingbrook Dr,NA,Bolingbrook,IL,60440,1954,WILL,-88.068733,41.708824,-88.068733,41.708824,150692,431L60440,No,NA
Markham Mobil,Gas Station,15857 Crawford Ave,NA,Markham,IL,60428,4432,COOK,-87.716789,41.602825,-87.716789,41.602825,150717,1585760428,No,Unqualified
Family Dollar 11914,Dollar Store,413 S Kedzie Ave,NA,Chicago,IL,60612,3346,COOK,-87.705917,41.875378,-87.705917,41.875378,150746,41360612,No,Unqualified
Pete's Fresh Market 10,Fresh Market,2333 W Madison St,NA,Chicago,IL,60612,2227,COOK,-87.684792,41.881107,-87.684792,41.881107,150749,233360612,No,Potential Partner
Dollar Tree 7661,Dollar Store,3146 W Madison St,NA,Chicago,IL,60612,1810,COOK,-87.705811,41.881004,-87.705811,41.881004,150750,314660612,No,Unqualified
Everything Dollar,Dollar Store,6028 N Broadway St,NA,Chicago,IL,60660,2517,COOK,-87.660385,41.991772,-87.660385,41.991772,150759,602860660,No,Unqualified
Kimo Seafood Inc,Meat or Fish Market,1116 S Kedzie Ave,NA,Chicago,IL,60612,3935,COOK,-87.705757,41.867538,-87.705757,41.867538,150761,111660612,No,Unqualified
WALGREENS  4032,Convenience Store,466 Nelson Rd,NA,New Lenox,IL,60451,2946,WILL,-87.985222,41.51833,-87.985222,41.51833,150834,46660451,No,Unqualified
Mansfield Winks Mart,NA,502 N McKinley St,NA,Mansfield,IL,61854,7005,PIATT,-88.501839,40.21521,-88.501839,40.21521,150895,50261854,No,NA
Dollar General 22554,Dollar Store,950 North Railroad Ave,NA,Blue Mound,IL,62513,NA,MACON,-89.118927,39.70509,-89.118927,39.70509,150898,95062513,No,Unqualified
COUNTY FAIR,NA,10800 S Western Ave,NA,Chicago,IL,60643,3226,COOK,-87.681366,41.69714,-87.681366,41.69714,150955,1080060643,No,NA
Family Dollar 2465,Dollar Store,811 W 103rd St,NA,Chicago,IL,60643,2339,COOK,-87.643448,41.706902,-87.643448,41.706902,150957,81160643,No,Unqualified
DOLLAR GENERAL 8297,Dollar Store,718 E Main St,NA,La Harpe,IL,61450,9161,HANCOCK,-90.959908,40.58313,-90.959908,40.58313,150987,71861450,No,Unqualified
M & M GROCERY,Grocery Store,4533 N Sheridan Rd,NA,Chicago,IL,60640,5618,COOK,-87.654678,41.964558,-87.654678,41.964558,151005,453360640,No,Potential Partner
WALGREENS  02840,Convenience Store,1500 W Wilson Ave,NA,Chicago,IL,60640,5416,COOK,-87.666748,41.965328,-87.666748,41.965328,151006,150060640,No,Unqualified
Family Dollar Store 8348,Dollar Store,2845 N Central Ave,NA,Chicago,IL,60634,5307,COOK,-87.766243,41.932621,-87.766243,41.932621,151016,284560634,No,Unqualified
Dollartree 644,Dollar Store,5616 W Belmont Ave,NA,Chicago,IL,60634,5301,COOK,-87.766907,41.938622,-87.766907,41.938622,151019,561660634,No,Unqualified
CVS 6748,Convenience Store,6210 Main St,NA,Downers Grove,IL,60516,1908,DU PAGE,-88.008698,41.774551,-88.008698,41.774551,151027,621060516,No,Unqualified
Oakwood Shores Farmers Market/Ujamaa Co-op,Farmers Market,3750 S Cottage Grove,NA,Chicago,IL,60653,NA,COOK,-87.608406,41.826733,-87.608406,41.826733,151061,375060653,No,Potential Partner
Family Dollar Store 6903,Dollar Store,501 N Springfield Ave,NA,Rockford,IL,61101,5042,WINNEBAGO,-89.145172,42.282639,-89.145172,42.282639,151067,50161101,No,Unqualified
Dollar Tree 3261,Dollar Store,3818 W Riverside Blvd,Ste 121,Rockford,IL,61101,9516,WINNEBAGO,-89.111984,42.315422,-89.111984,42.315422,151071,381861101,No,Unqualified
Circle K 4701206,Gas Station,1007 W Garfield Ave,NA,Bartonville,IL,61607,1850,PEORIA,-89.670769,40.645241,-89.670769,40.645241,151089,100761607,No,Unqualified
DOLLAR GENERAL 10326,Dollar Store,1512 W Garfield Ave,NA,Bartonville,IL,61607,1755,PEORIA,-89.676186,40.645119,-89.676186,40.645119,151091,151261607,No,Unqualified
WALGREENS  03949,Convenience Store,3046 N Halsted St,NA,Chicago,IL,60657,5120,COOK,-87.649254,41.937538,-87.649254,41.937538,151123,304660657,No,Unqualified
Jewel Food Store 3167,Large Grocery Chain,3220 Chicago Rd,NA,South Chicago Heights,IL,60411,5421,COOK,-87.63752,41.479218,-87.63752,41.479218,151126,322060411,No,Potential Partner
Jewel Food Store 3441,Large Grocery Chain,2940 N Ashland Ave,NA,Chicago,IL,60657,4004,COOK,-87.668571,41.93515,-87.668571,41.93515,151131,294060657,No,Potential Partner
Walgreens 13798,Convenience Store,5440 N Clark St,NA,Chicago,IL,60640,1291,COOK,-87.668427,41.98119,-87.668427,41.98119,151140,544060640,No,Unqualified
Dollar Tree 635,Dollar Store,5235 N Broadway St,NA,Chicago,IL,60640,2303,COOK,-87.659843,41.977161,-87.659843,41.977161,151155,523560640,No,Unqualified
Quick Star  Convenience Store,Convenience Store,240 E Vine St,NA,Good Hope,IL,61438,5046,MCDONOUGH,-90.674149,40.559814,-90.674149,40.559814,151234,24061438,No,Unqualified
Zig's Station,NA,101 E Main St,NA,Tiskilwa,IL,61368,9659,BUREAU,-89.506905,41.292717,-89.506905,41.292717,151297,10161368,No,NA
A1 Discount Tobacco,Tobacco Store,900 E 4th St,NA,Beardstown,IL,62618,1317,CASS,-90.425369,40.018978,-90.425369,40.018978,151326,90062618,No,NA
New Sams Food Mart,Food Market,5038 N Sheridan Rd,NA,Chicago,IL,60640,3118,COOK,-87.655052,41.97438,-87.655052,41.97438,151343,503860640,No,Potential Partner
Casey's General Store 3472,Convenience Store,20750 IL Route 125,NA,Virginia,IL,62691,1375,CASS,-90.208763,39.954166,-90.208763,39.954166,151364,2075062691,No,Unqualified
Casey's General Store 1363,Convenience Store,901 Washington,NA,Oregon,IL,61061,NA,OGLE,-89.339203,42.014671,-89.339203,42.014671,151379,90161061,No,Unqualified
7-Eleven 30153,Convenience Store,51 S Randall Rd,NA,Saint Charles,IL,60174,1528,KANE,-88.34008,41.911602,-88.34008,41.911602,151393,5160174,No,Unqualified
Casey's General Store 2248,Convenience Store,900 E Market St,NA,Somonauk,IL,60552,3175,DE KALB,-88.669334,41.635986,-88.669334,41.635986,151419,90060552,No,Unqualified
ALDI 62015 62015,Large Grocery Chain,527 W 14th St,NA,Chicago Heights,IL,60411,2322,COOK,-87.665222,41.506039,-87.665222,41.506039,151455,52760411,No,Potential Partner
WALGREENS  04494,Convenience Store,1649 W Belmont Ave,NA,Chicago,IL,60657,3017,COOK,-87.67038,41.939644,-87.67038,41.939644,151457,164960657,No,Unqualified
Save-A-Lot 23663,Large Grocery Chain,3310 Chicago Rd,NA,South Chicago Heights,IL,60411,5423,COOK,-87.637398,41.478321,-87.637398,41.478321,151459,331060411,No,Potential Partner
801 Il Gulf Inc.,Gas Station,801 N Route 83,NA,Bensenville,IL,60106,NA,DU PAGE,-87.959061,41.97937,-87.959061,41.97937,151513,80160106,No,Unqualified
Walgreens 10205,Convenience Store,640 Edwardsville Rd,NA,Troy,IL,62294,1336,MADISON,-89.901604,38.732208,-89.901604,38.732208,151555,64062294,No,Unqualified
Mariano's 8538,Large Grocery Chain,3030 N Broadway St,Ste 100,Chicago,IL,60657,5316,COOK,-87.644325,41.937393,-87.644325,41.937393,151808,303060657,No,Potential Partner
Express Lane Gas & Food Mart 64,Gas Station,907 E US Highway 34,NA,Earlville,IL,60518,6130,LA SALLE,-88.994415,41.576962,-88.994415,41.576962,151909,90760518,No,Unqualified
County Market 239,Large Grocery Chain,500 E Sangamon Ave,NA,Petersburg,IL,62675,1251,MENARD,-89.845016,40.012997,-89.845016,40.012997,151956,50062675,No,Potential Partner
K W Food Mart Inc.,Food Market,9249 S Halsted St,NA,Chicago,IL,60620,2717,COOK,-87.64286,41.725452,-87.64286,41.725452,152016,924960620,No,Potential Partner
Green Line Food Mart,Food Market,7701 S Racine Ave,NA,Chicago,IL,60620,2927,COOK,-87.653511,41.753994,-87.653511,41.753994,152020,770160620,No,Potential Partner
87th Street Jerk & Seafood Market Llc,Meat or Fish Market,1710 W 87th St,NA,Chicago,IL,60620,4807,COOK,-87.666008,41.735973,-87.666008,41.735973,152028,171060620,No,Unqualified
Zee's Food Market Inc.,Food Market,1759 W 79th St,NA,Chicago,IL,60620,4412,COOK,-87.668007,41.750233,-87.668007,41.750233,152030,175960620,No,Potential Partner
Walgreens 02166,Convenience Store,3524 N University St,NA,Peoria,IL,61604,1360,PEORIA,-89.612663,40.730949,-89.612663,40.730949,152034,352461604,No,Unqualified
"7 Seas Supermarket, Inc.",Grocery Store,1015 W 87th St,Suite A,Chicago,IL,60620,NA,COOK,-87.6493,41.735584,-87.6493,41.735584,152056,101560620,No,Potential Partner
Jewel Food Store 3343,Large Grocery Chain,375 Randall Rd,NA,South Elgin,IL,60177,2248,KANE,-88.340645,41.987144,-88.340645,41.987144,152073,37560177,No,Potential Partner
Casey's General Store 1999,Convenience Store,304 W Clinton St,NA,Rushville,IL,62681,1303,SCHUYLER,-90.565285,40.11758,-90.565285,40.11758,152109,30462681,No,Unqualified
Walmart Supercenter 4405,Large Grocery Chain,2900 Kirk Rd,NA,Aurora,IL,60502,6015,DU PAGE,-88.279747,41.815197,-88.279747,41.815197,152129,290060502,No,Potential Partner
Food Plus Inc,NA,351 E Bailey Rd,NA,Naperville,IL,60565,1415,DU PAGE,-88.124077,41.740784,-88.124077,41.740784,152130,35160565,No,NA
Shell Food Shop,Gas Station,510 W Cemetery Ave,NA,Chenoa,IL,61726,1379,MCLEAN,-88.730202,40.74205,-88.730202,40.74205,152146,51061726,No,Unqualified
Jewel Food Store 2363,Large Grocery Chain,5616 159th St,NA,Oak Forest,IL,60452,3104,COOK,-87.756393,41.602951,-87.756393,41.602951,152192,561660452,No,Potential Partner
Walgreens 12426,Convenience Store,315 W Chicago Ave,NA,Chicago,IL,60654,5105,COOK,-87.636414,41.896515,-87.636414,41.896515,152200,31560654,No,Unqualified
Dollar General 13827,Dollar Store,3214 Auburn St,NA,Rockford,IL,61101,3308,WINNEBAGO,-89.106819,42.288342,-89.106819,42.288342,152226,321461101,No,Unqualified
Circle K 4706752,Gas Station,10200 W Roosevelt Rd,NA,Westchester,IL,60154,2519,COOK,-87.877586,41.863445,-87.877586,41.863445,152228,1020060154,No,Unqualified
Circle K 4706736,Gas Station,350 W Chicago Ave,NA,Chicago,IL,60654,3524,COOK,-87.63765,41.896568,-87.63765,41.896568,152236,35060654,No,Unqualified
Shell Gas,Gas Station,7200 W 63rd St,NA,Summit Argo,IL,60501,1820,COOK,-87.801468,41.777668,-87.801468,41.777668,152259,720060501,No,Unqualified
Mike's Liquors,Liquor Store,771 Barron Blvd,NA,Grayslake,IL,60030,1329,LAKE,-88.032898,42.356686,-88.032898,42.356686,152268,77160030,No,Unqualified
Lake Villa Marathon,Gas Station,36809 North Route 83,NA,Lake Villa,IL,60046,NA,LAKE,-88.065567,42.397888,-88.065567,42.397888,152281,3680960046,No,Unqualified
Santos #2 Food Mart Inc,Food Market,2859 S Saint Louis Ave,NA,Chicago,IL,60623,4647,COOK,-87.712189,41.83905,-87.712189,41.83905,152288,285960623,No,Potential Partner
Walgreens 05683,Convenience Store,1403 Waukegan Rd,NA,Glenview,IL,60025,2120,COOK,-87.798355,42.080086,-87.798355,42.080086,152293,140360025,No,Unqualified
DOLLAR TREE 3756,Dollar Store,1620 W Reynolds St,NA,Pontiac,IL,61764,9646,LIVINGSTON,-88.657738,40.873474,-88.657738,40.873474,152295,162061764,No,Unqualified
Road Ranger 118,Convenience Store,3752 Camp Butler Rd,NA,Springfield,IL,62707,8800,SANGAMON,-89.583244,39.831425,-89.583244,39.831425,152315,375262707,No,Unqualified
La Paloma De Michoacan Corporation,NA,204 W 15th St,NA,Chicago Heights,IL,60411,3985,COOK,-87.649841,41.504204,-87.649841,41.504204,152319,20460411,No,NA
WEST TOWN MOBIL,Gas Station,3942 W Roosevelt Rd,NA,Chicago,IL,60624,4233,COOK,-87.724174,41.86623,-87.724174,41.86623,152327,394260624,No,Unqualified
Circle K 4706751,Gas Station,3507 Chicago Rd,NA,Steger,IL,60475,1616,COOK,-87.63562,41.467518,-87.63562,41.467518,152328,350760475,No,Unqualified
Target Store 1896,Large Grocery Chain,530 Randall Rd,NA,South Elgin,IL,60177,3315,KANE,-88.340729,41.975151,-88.340729,41.975151,152387,53060177,No,Potential Partner
Family Dollar Store 12483,Dollar Store,2019 W 79th St,NA,Chicago,IL,60620,5760,COOK,-87.674164,41.750145,-87.674164,41.750145,152572,201960620,No,Unqualified
Falcon 2,NA,7600 S Halsted St,NA,Chicago,IL,60620,2438,COOK,-87.644661,41.755825,-87.644661,41.755825,152583,760060620,No,NA
DOLLARTREE 8284,Dollar Store,1522 W Lane Rd,NA,Machesney Park,IL,61115,1903,WINNEBAGO,-89.02713,42.365715,-89.02713,42.365715,152589,152261115,No,Unqualified
Meijer Gas Station 281,Gas Station,1774 W Lane Rd,NA,Machesney Park,IL,61115,1627,WINNEBAGO,-89.012016,42.366013,-89.012016,42.366013,152596,177461115,No,Unqualified
35th Food & Fuel,Gas Station,3501 S Damen Ave,NA,Chicago,IL,60609,1107,COOK,-87.675056,41.830147,-87.675056,41.830147,152599,350160609,No,Unqualified
New City Mart,NA,4758 S Wood St,NA,Chicago,IL,60609,4119,COOK,-87.670097,41.806866,-87.670097,41.806866,152600,475860609,No,NA
24/7 Express Mart Food & Liquor,Liquor Store,5101 S Ashland Ave,NA,Chicago,IL,60609,4931,COOK,-87.664276,41.801048,-87.664276,41.801048,152601,510160609,No,Unqualified
Goldmore Food,NA,1949 W 51st St,NA,Chicago,IL,60609,4846,COOK,-87.674004,41.801014,-87.674004,41.801014,152606,194960609,No,NA
Hometown IGA 442,NA,1313 E Main St,NA,Olney,IL,62450,2631,RICHLAND,-88.071068,38.731396,-88.071068,38.731396,152631,131362450,No,NA
Morelia Supermarket Inc,Grocery Store,7300 N Western Ave,Ste B,Chicago,IL,60645,1833,COOK,-87.690269,42.014202,-87.690269,42.014202,152632,730060645,No,Potential Partner
Ayerco Convenience Center 6,Convenience Store,141 S Congress St,NA,Rushville,IL,62681,1407,SCHUYLER,-90.563492,40.119999,-90.563492,40.119999,152658,14162681,No,Unqualified
Dollar Tree 2438,Dollar Store,2620 Columbus St,Ste 100,Ottawa,IL,61350,5604,LA SALLE,-88.835548,41.367893,-88.835548,41.367893,152668,262061350,No,Unqualified
DOLLAR TREE 4419,Dollar Store,263 S Weber Rd,NA,Romeoville,IL,60446,3953,WILL,-88.123367,41.614727,-88.123367,41.614727,152688,26360446,No,Unqualified
Walmart Supercenter 4531,Large Grocery Chain,420 Weber Rd,NA,Romeoville,IL,60446,NA,WILL,-88.123268,41.608353,-88.123268,41.608353,152694,42060446,No,Potential Partner
Supermercado Jerez,Grocery Store,647 N Independence Blvd,NA,Romeoville,IL,60446,1478,WILL,-88.080475,41.652969,-88.080475,41.652969,152696,64760446,No,Potential Partner
Gas Station Group Inc 1,Gas Station,5151 Sauk Trl,NA,Richton Park,IL,60471,1023,COOK,-87.741989,41.483765,-87.741989,41.483765,152727,515160471,No,Unqualified
Granado's Supermercado,Grocery Store,1855 W 47th St,NA,Chicago,IL,60609,3844,COOK,-87.671913,41.808384,-87.671913,41.808384,152813,185560609,No,Potential Partner
La Azteca Produce Corp,Fruit and/or Vegetable Retailer,7067 N Clark St,NA,Chicago,IL,60626,2426,COOK,-87.674255,42.010761,-87.674255,42.010761,152872,706760626,No,Potential Partner
Dollar General 16968,Dollar Store,1107 N Santa Fe Ave,NA,Princeville,IL,61559,NA,PEORIA,-89.757111,40.94006,-89.757111,40.94006,152930,110761559,No,Unqualified
Fas Mart 5220,Convenience Store,8096 Forest Hills Rd,NA,Loves Park,IL,61111,2707,WINNEBAGO,-89.017426,42.341343,-89.017426,42.341343,152935,809661111,No,Unqualified
Family Dollar Store 10940,Dollar Store,6101 N 2nd St,NA,Loves Park,IL,61111,4155,WINNEBAGO,-89.057846,42.317959,-89.057846,42.317959,152936,610161111,No,Unqualified
CVS 1172,Convenience Store,2020 E Grand Ave,NA,Lindenhurst,IL,60046,9069,LAKE,-88.033546,42.410328,-88.033546,42.410328,152996,202060046,No,Unqualified
7-Eleven Store 38959H,Convenience Store,4000 W 127th St,NA,Alsip,IL,60803,1923,COOK,-87.719673,41.662495,-87.719673,41.662495,153004,400060803,No,Unqualified
South Shore Cellular & More Inc.,NA,2541 E 79th St,Floor 1,Chicago,IL,60649,NA,COOK,-87.562172,41.751732,-87.562172,41.751732,153011,254160649,No,NA
